review_id,votes.funny,user_id,stars,type,business_id,votes.cool,date,votes.useful,compliments.cool,compliments.plain,compliments.note,votes.funny,yelping_since,friends,votes.useful,compliments.cute,type,compliments.photos,review_count,fans,votes.cool,compliments.hot,elite,compliments.profile,average_stars,compliments.writer,compliments.funny,name,compliments.list,compliments.more,business_id, hour_0, hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23,day_0,day_1,day_2,day_3,day_4,day_5,day_6,date,type,user_id,likes,review_count,hours.Friday.close,full_address,hours.Friday.open,city,open,latitude,longitude,state,name,neighborhoods,stars,Category
a2J-2biK5uwS02KeWI0bCw,0,c4l9iYzu-KcMJKBztLDcQg,5,review,H6dyqxGSrQ1ald4FZJ_fNg,1,7/11/16,0,,1,,0,2015-03,IXO7bp2hBZ24AT5nrBBeyQ,2,,user,,13,0,1,,,,4.5,,,Mayra,,,H6dyqxGSrQ1ald4FZJ_fNg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,10/12/15,tip,GoUNJqjA8tSzkkNicc04Yg,0,70,0:00,"4270 Cameron StSuite 6Las Vegas, NV 89103",0:00,Las Vegas,TRUE,36.1118755,-115.2038938,NV,Makeup In the 702, ,4.5,Personal Care
bZ9cp5FsTPvlLKCGSNWOkA,0,_9N3U_HWkPg7hrdo0hbcXQ,1,review,XAWDT6cv5aADi-TG2rKyFw,0,7/1/16,0,,1,,4,2013-04,"36sZd9dSmbFfIxK58CfGcQ, Atwx99HinlQVelOAgIzvzQ, AZuSSh8xMwLtoapGa02WZQ, Nas7MXhcIL6lv44bSttizg",12,,user,,21,1,5,,,,3.76,,,Retii,,,XAWDT6cv5aADi-TG2rKyFw,1,0,0,0,0,0,1,0,3,12,28,45,41,44,42,41,35,30,23,8,2,0,0,0,39,43,36,45,71,62,60,3/12/16,tip,0FVG0eO1j38H_RXbmy2AlA,0,190,19:30,"10470 S Decatur BlvdSouthwestLas Vegas, NV 89141",9:30,Las Vegas,TRUE,35.99919547,-115.2065143,NV,Professor Nails & Spa,Southwest,4,Personal Care
4onPWE3W3977fzA8jGgEXQ,0,QODGYuoyqW9Kw1RaUhutug,5,review,69xP04Hu5pxYi00DDCZIMQ,0,6/2/16,0,,,,0,2016-01,"rqgfKq9HptUiTrwVkaon9Q, 2ISzLFGdHHuyxy-PFfchaQ, k9x6O57KqGT845kHoGjqpA, r0fufnqmC23qJGeZBywSGQ, QGUEuZNtfM-2E7p8reHZcQ, p68dR4_MGpShc2x1LU2Omw, SdL2-JXCZD5odKOF3sXfgg, z40gA4sLV92ETNP7CaXI_A, 7owPFH9VOGhgSxHijuxrEg, d7t9AaMN_fYeKHaievkJBw",0,,user,,1,0,0,,,,5,,,Ashlei,,,69xP04Hu5pxYi00DDCZIMQ,0,0,0,0,0,0,0,0,1,3,3,1,2,4,3,3,5,4,0,1,0,0,0,2,5,1,2,3,1,9,11,8/8/10,tip,BlErEL1OLA4i1ZIWMxJpsg,0,8,19:00,"78 N Cooper Rd Ste 102Gilbert, AZ 85233",9:00,Gilbert,TRUE,33.351262,-111.8078452,AZ,ISV Nail Forum, ,4,Personal Care
Lo6JQ8dRM59YwVi4wXdGRw,0,AUy5fmvvhILsIhXZBqRdCg,5,review,JQ_xuaR8wTOF4DqZSktvbA,0,6/21/16,1,,2,,7,2009-04,"6nK8JYOfMJBZ2lpN2S0-cQ, KZVC5qwccnnbcMFGy62FaQ, FKKKysCfKpCVU2H2U2GzEg, bBDPdpeEiPHiy3c1bjhQ8Q, aF4SF_D0q_bP6FaTwVVBvw, UYnSGSUagr3P5mOIWfzdLQ, LFvvxxsDTTozQaegEdTfQQ, NXfKYJVogx5jJhUtZWtGRA, VUF3nyOc-yKdnWxOHM0RuA, bUDI8drvg_xD-vY-tbPJGg, Nxwvkbnxg69Iq-fuoaWPig, UvrDsCY1JjGq5Vc9JeVdgw",52,,user,1,47,0,28,1,,,4.23,,,Ninja,,,JQ_xuaR8wTOF4DqZSktvbA,0,0,0,0,0,0,0,0,1,2,4,4,1,4,6,5,2,3,1,4,0,0,0,0,8,4,5,3,5,7,5,11/7/13,tip,0oCbfhfvvziHIjo4TCvAIw,0,50,20:00,"60 S Stephanie StSte 110Henderson, NV 89012",9:00,Henderson,TRUE,36.02602915,-115.0467063,NV,Massage 1, ,4.5,Personal Care
pg2X8a3wkVe3SMrljrwD4Q,0,3VWOugOiLIXbDsmrZ5g8ig,1,review,3sy2l6t-e2UAOqAcQYvfaA,0,7/9/16,0,,,,0,2014-07,,5,,user,,4,0,1,,,,4,,,Yuliana,,,3sy2l6t-e2UAOqAcQYvfaA,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,3,2,0,11/29/15,tip,9jkcfuMbn_JcufoNYKkDOw,0,16,19:00,"1753 W Hunt HwySte 104San Tan Valley, AZ 85143",9:30,San Tan Valley,TRUE,33.1790871,-111.5852559,AZ,STV Nails & Spa, ,2,Personal Care
0_pE7cglGzrg_nC6bKcHxQ,0,yn7YBaZFKrS2x2LZ1V9ZTw,5,review,pBzWmIqzFW2i8E-k1sK6ew,0,7/2/15,0,,,,0,2014-05,A_O8wZOsMTPwyeYA4-Rsow,0,,user,,1,0,0,,,,5,,,Sarah,,,pBzWmIqzFW2i8E-k1sK6ew,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,2,0,1,1,1,0,5/24/13,tip,bgFy1-XjOGExDgsJDJpbqQ,0,4,,"19420 N 59th AveGlendale, AZ 85308",,Glendale,TRUE,33.6622393,-112.186891,AZ,Varo And Adams Salon, ,5,Personal Care
AU4_W7qiVFcwM31eJ42jJQ,0,D_yjD6hsYSokEQQGomxKnw,2,review,thHh3zMwbtURvQyPAGo83w,0,2/17/15,2,,,,2,2013-08,,6,,user,,11,0,0,,,,3.18,,,Lynn,,,thHh3zMwbtURvQyPAGo83w,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,1/25/12,tip,og8YUfd6U1eaZO2wrrBjeg,0,9,,"3201 W Peoria AvePhoenix, AZ 85029",,Phoenix,FALSE,33.5813733,-112.1285065,AZ,"West Valley Ear Nose & Throat, PC", ,1.5,Personal Care
Rval-x-q5VUFWOqaZPhVbQ,0,CkemkLKGweqfMr1x3eJ_ZQ,5,review,_hTuZaWdlnpjmNppNgQwsw,0,6/6/14,0,,,,0,2012-12,,2,,user,,3,0,0,,,,5,,,Laura,,,_hTuZaWdlnpjmNppNgQwsw,0,0,0,0,0,0,0,1,0,2,2,2,2,1,3,3,1,2,1,0,0,2,0,0,4,5,3,4,2,0,4,5/25/12,tip,SUs-dkLoFI600NHq53xUhg,0,6,,"12211 West Bell RdSte 103Surprise, AZ 85374",,Surprise,TRUE,33.6376986,-112.3247146,AZ,Colour Me Loud, ,5,Personal Care
_WCz-CD0ujbENzhOrzkoXw,0,mFhQOr7NPhGwx4GnnxTFaw,5,review,k_PKdh26zn3MHUYVTkozwQ,0,6/9/16,0,,,1,19,2012-01,"kBM2vv1yEDqByi5FvucHYw, SEDFpR4oMPKqXMjbJiMGog, TxTvbNOxfAoRuuD-cGVKxA, URMRQMOQ_AFeFh_7hOs1dg, fHv7k5vWd6ryt8jH4J3teg, sXFrpLS_fyCtVqavm3AKpw, UG4Mj3GJs4PpnFlF6z7g1Q, kLy9G2EzygXLaqUmBoFEzw, GZ8SFGydLYKfVQGBu2BvPA, eUNxcmbJOY75KNj5Ge2PzA, -Ge1rTQZKZ6n-_-HufBoew, 8pYZtTN960QVDgnn2OKf-A, 6BXcNWucgTS7VbWYNDw7Sw, QJLvtTEQjS4qtrS1LjDJkg",91,,user,,66,4,15,2,,,3.35,1,,Jenna,,1,k_PKdh26zn3MHUYVTkozwQ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,5/22/14,tip,m6JITNgmlIt1LIPLfvvjvQ,0,13,18:00,"8418 E Shea BlvdSte 101BScottsdale, AZ 85260",12:00,Scottsdale,TRUE,33.5821149,-111.8993425,AZ,Skin Savvy Aesthetics, ,5,Personal Care
ZsXtVfPJRRVzuhTmmTYydg,0,Su5T9g-q1FGn1twaYt_jTg,5,review,9IQh2ZHGMIUw_SEe03J94A,0,5/13/16,0,,,,0,2015-04,,4,,user,,5,0,3,,,,5,,,John,,,9IQh2ZHGMIUw_SEe03J94A,0,0,0,0,0,0,1,0,1,2,2,3,4,2,0,0,0,1,0,0,0,0,0,0,5,1,6,2,2,0,0,11/28/14,tip,fHv7k5vWd6ryt8jH4J3teg,0,9,12:00,"20280 N 59th AveSte 104Glendale, AZ 85308",8:00,Glendale,TRUE,33.6704382,-112.1879299,AZ,Gentle Dental, ,4,Personal Care
Qb9-RisKbXig8IGj0yOWsQ,0,xvTgU6FpS8QbS-YLZvmZmA,5,review,XqouysnOuD6n6ieH1X_NqQ,0,7/11/16,0,,,,0,2013-11,"7nG2ux7uLpARvKZCwYTzug, dEpohzD9SJNLhoYBbKEdWg",1,,user,,16,1,2,,,,4.62,,1,Jim,,,XqouysnOuD6n6ieH1X_NqQ,0,0,0,0,0,0,0,1,2,1,1,2,0,1,2,1,0,0,0,0,0,0,0,0,1,2,4,2,2,0,0,3/13/16,tip,xvTgU6FpS8QbS-YLZvmZmA,0,9,17:00,"220 N Stapley DrSte BMesa, AZ 85203",8:00,Mesa,TRUE,33.4189564,-111.805661,AZ,Hatfield Medical Group, ,2,Personal Care
bJnHVyy05wvtV_oz135h-A,0,I0Hjuv-pF8_7W4z5pK_zyA,5,review,EZIykPPqT8V8YorZhqR1jA,0,5/18/16,0,,,,1,2014-02,"WyghyYVofjQ4UJ7xdGcaAQ, UqxQ7UY7InWeXuftPPF5bw, VvafhfVTMnb8AM65w3AStg, Pm3c-nVBW73_IjS0AOI7iw, j17WgK5a1rfeRs3i9XzjnQ, xBXvPvgQpVRMReJ0V2tLJw, X5yrqZ7dozeV8KkN9FYqBg",1,,user,,3,0,2,,,,5,,,Kayloni,,,EZIykPPqT8V8YorZhqR1jA,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,2,7,1,8/28/14,tip,MD-LJxKiA-CfH_M_dubZSg,0,10,21:00,"1166 E Warner RdSte 101-EGilbert, AZ 85296",9:00,Gilbert,TRUE,33.33635568,-111.7650309,AZ,Vivid Soul Bodywork and Massage, ,5,Personal Care
yNjT3gW1xMrVInrgtbjBtA,0,rH4mVJkcV4BjfbmK8iHxDw,1,review,j7y4BfW8VtKx5aAuwC3h3w,0,11/11/15,0,,,,0,2015-10,,0,,user,,1,0,0,,,,1,,,Alicia,,,j7y4BfW8VtKx5aAuwC3h3w,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,10/24/13,tip,Mb0psF4WQF7gZSuZafVr-g,0,4,17:00,"21805 S Ellsworth RdSte 111Queen Creek, AZ 85142",8:00,Queen Creek,TRUE,33.2499854,-111.6331377,AZ,Healing Hearts Pediatrics, ,3,Personal Care
Ft2gHNyjJBq_HI6VdAoODQ,0,LzTszVyEZS8vf1N_HxbMDg,5,review,y3d3-67C4R46CTiBkZbDvg,0,5/10/16,0,,,,0,2016-05,,0,,user,,1,0,0,,,,5,,,Robert,,,y3d3-67C4R46CTiBkZbDvg,0,0,0,0,1,0,0,4,2,0,1,2,9,4,5,3,1,1,2,6,2,0,0,0,4,4,7,6,6,8,8,3/15/14,tip,4f6CdApcsdOPhcwSOmM4qw,0,17,21:00,"1641 E Guadalupe RdGilbert, AZ 85234",8:00,Gilbert,TRUE,33.3642665,-111.7547807,AZ,Urgent Care Extra, ,3,Personal Care
nXilSTqRjS5j_iWweY6Gyg,0,W_ZGdLnJwRnzt9Oil90O4w,5,review,ire64v4ZquitAVF2_KIPqA,0,3/20/16,0,,,,0,2015-09,,1,,user,,2,0,1,,,,5,,,Phyllis,,,ire64v4ZquitAVF2_KIPqA,0,1,0,0,1,0,0,0,1,5,2,6,3,6,4,4,3,1,1,0,1,0,0,0,5,5,3,2,4,9,11,4/20/11,tip,t-27_YZKsk9tMbAiwQKCwQ,0,34,18:00,"9800 E Talking Stick WayScottsdale, AZ 85256",9:00,Scottsdale,TRUE,33.5385211,-111.8695805,AZ,The Spa at Talking Stick Resort, ,3.5,Personal Care
pmuLkS3_61-qcO4zvzwEdw,0,kLRZTjtkcaEhveeGAdmOxA,5,review,9LO6L8FuFIerysdCEigOuA,0,2/11/16,0,,,,0,2016-02,"fmWOwQcqkISbRnQkCHUEfA, zk8iTAbvzB6jyoR6mIJCxA, Vkpgh3QyRVTrut4MzqM4Mw, n0YKGv9veFEh__HQjJFolw, W1fsIOTj5fPl5xheuGD05A, ok6Bm_AAnWXjN8pkvRmZog, 5CFrPj1J6cWn21AK8yPW3Q",3,,user,,13,0,0,,,,3.54,,,Donna,,,9LO6L8FuFIerysdCEigOuA,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,0,2,0,0,0,0,0,1,4,2,2,0,0,8/20/13,tip,7k1EYmvj1g9vw4qWrwN4DA,0,18,18:00,"42211 N 41st DrSte A109Anthem, AZ 85086",10:00,Anthem,TRUE,33.8673983,-112.1478406,AZ,Premier Wellness Center & Aglow Med Spa, ,5,Personal Care
D6Hbun6gT6oudDmP3fpz4g,0,epfChM2voYIfex_57JF4TQ,5,review,S88MkYs9vjr2URZPmNrTWQ,0,1/21/16,0,,,,0,2016-01,"c3MJnltfzMx0WgD78yXwAQ, Y1Lhme0WzPsYKZ93Gl-mqQ, urNzL4exxg5WpIJ8gsNSsA",3,,user,,3,0,2,,,,5,,,Dasha,,,S88MkYs9vjr2URZPmNrTWQ,0,0,0,0,0,0,0,3,8,5,3,0,3,2,1,1,1,0,0,0,0,0,0,0,8,2,4,8,5,0,0,6/20/12,tip,kSVYpNWA19wUplbdi0U0Uw,0,21,17:00,"2011 Pinto LnSte 200DowntownLas Vegas, NV 89106",8:00,Las Vegas,TRUE,36.1641215,-115.1685547,NV,High Risk Pregnancy Center,Downtown,4.5,Personal Care
XfmZpAGvUFi5yoKzeRSvWA,0,yyOvUky4IUsqutKgFc6L8g,1,review,twFlGCu417iYr-ZsBOqJtg,0,7/13/16,0,,,,0,2013-10,,1,,user,,3,0,0,,,,1,,,Danielle,,,twFlGCu417iYr-ZsBOqJtg,0,0,0,0,0,0,0,0,1,3,1,1,1,0,2,3,1,0,0,0,0,0,0,0,4,1,3,2,1,2,0,4/9/13,tip,WJ161kQELgXfhOhImwX5Gw,0,33,20:00,"3705 South Arizona AvenueSuite 1Chandler, AZ 85248",8:00,Chandler,TRUE,33.2588124,-111.8412146,AZ,FastMed Urgent Care, ,3.5,Personal Care
8XXIPjAsC_HmwMB02ZPKHg,0,loBuPolLJ_iB7GrTcVHK3g,5,review,PcSuCgg55Vid1-_es5lFhw,0,7/6/16,0,,,,0,2014-11,,0,,user,,1,0,0,,,,5,,,Dawn,,,PcSuCgg55Vid1-_es5lFhw,0,0,0,1,0,1,0,2,7,14,11,14,16,15,8,13,16,10,4,2,2,1,1,0,9,12,17,27,25,46,2,5/26/11,tip,4Zk_SPnvJ8Ybdjwo4BOJ5A,0,101,18:00,"7001 N Scottsdale RdScottsdale, AZ 85253",9:00,Scottsdale,TRUE,33.5393444,-111.920735,AZ,Rumors Salon, ,4.5,Personal Care
PG79BRrCAXPYTZT8lTKDwA,0,xetCTBLQ5Scr_gc1dwqe3g,5,review,J1DKEITA_XaDXVn6-Ds8-g,0,7/10/16,0,,,,1,2015-06,"JtqCTs5hmVRIzQTm_jvhiQ, TBKEBBWFciLkby8f21ZMew, HKI21DkEyyqUJROvt-oZ9A, R7vugwZ6-gJRMQaBfN01fA, veoy0Y3NIyTVFduqUCePIA, p44ipbUlan8r3dmCaLOu6w, -GH29kHRZv6RkHfMf6UwPg, c8J8uhCYj31wSZ_f3qXU_Q, w96m3p_4XLd8pLqD-MtS0w, H_WyhNT2oULurOsoFGhQNw, aV2dFYShk6knDFWsvB5QTA, lM8reeLAa7RV2JxXp3oHuw, NmuAg_roqjnDrgNqvkbILA, sK9qNWk4r03v6A2eSCZfRA, K7Xu9dYPSK0sz_UhsdcSJw, gZr4MjivgXlgEkkNRGY56A, DT4bDNy6tLCstHG7yw5mLQ, NW7YsWALAQ2h2F8AAvzo2w, H0lbk_YnjW2R2zgpk0y50g, C1-33CFKbijKXeYCu4VNEA, YqNgwMLoqksaPc0xJKEypA, wXp9HUy4ZH_c-iMY-CKmkg, SsK0y1Ou4zV9edoiJ4tIhA, ufpFcM0hB7MOHutI7bKc7Q, f0b1rpo-0vPKWwcHwPUdQQ, xjocvWVlv-qByMv83JwL5w, ILQN8OIBdv-RRcvOPKBjDw",3,,user,,10,1,1,,,,4.4,,,Swayze,,,J1DKEITA_XaDXVn6-Ds8-g,2,1,0,0,0,0,0,0,0,0,2,0,3,5,4,3,3,1,0,2,0,1,3,1,3,3,5,8,3,5,4,5/9/15,tip,4ztxxd1qj5QiOZYOYfvBlA,0,34,0:00,"6480 W Flamingo RdSte ALas Vegas, NV 89103",10:00,Las Vegas,TRUE,36.1147821,-115.2334175,NV,Lv Best Foot Spa, ,4,Personal Care
